Código TSE,Nome,IDH,IDH (categoria),Vencedor,Categoria,PSL (% de votos válidos),PSL (votos),PT (% de votos válidos),PT (votos),Total de votos válidos
44970,Eugenópolis,0.675,,PSL, PSL,52.51,3076,47.49,2782,5858
90158,Anaurilândia,0.670,,PSL, PSL,52.53,2046,47.47,1849,3895
46094,Ilicínea,0.680,,PSL, PSL,52.53,3472,47.47,3138,6610
47538,Lajinha,0.661,,PSL, PSL,52.55,5410,47.45,4885,10295
42650,Carangola,0.695,,PSL, PSL,52.58,8118,47.42,7320,15438
41629,São Joaquim de Bicas,0.662,,PSL, PSL,52.62,6701,47.38,6033,12734
41424,Reduto,0.629,,PSL, PSL,52.63,1998,47.37,1798,3796
90239,Araguainha,0.701,,PSL, PSL,52.64,329,47.36,296,625
93041,Professor Jamil,0.684,,PSL, PSL,52.65,1054,47.35,948,2002
74853,Cândido de Abreu,0.629,,PSL, PSL,52.66,4674,47.34,4202,8876
73563,Monte Santo do Tocantins,0.620,,PSL, PSL,52.68,835,47.32,750,1585
94072,Itaguaru,0.718,,PSL, PSL,52.68,2023,47.32,1817,3840
45390,Fronteira,0.684,,PSL, PSL,52.70,3515,47.30,3155,6670
85928,Entre Rios do Sul,0.703,,PSL, PSL,52.70,1014,47.30,910,1924
73300,Cariri do Tocantins,0.662,,PSL, PSL,52.71,1127,47.29,1011,2138
89656,Vicente Dutra,0.638,,PSL, PSL,52.72,1540,47.28,1381,2921
91278,Pedro Gomes,0.671,,PSL, PSL,52.76,2018,47.24,1807,3825
81582,Bandeirante,0.672,,PSL, PSL,52.76,1117,47.24,1000,2117
4260,Água Azul do Norte,0.564,Baixo,PSL,Baixo PSL,52.77,3065,47.23,2743,5808
42048,Dom Bosco,0.673,,PSL, PSL,52.78,1131,47.22,1012,2143
50377,Pocrane,0.626,,PSL, PSL,52.79,2428,47.21,2171,4599
94196,Itapuranga,0.726,,PSL, PSL,52.80,8082,47.20,7224,15306
73571,Pugmil,0.669,,PSL, PSL,52.84,641,47.16,572,1213
48550,Monte Alegre de Minas,0.674,,PSL, PSL,52.84,5042,47.16,4500,9542
86665,Derrubadas,0.707,,PSL, PSL,52.85,1076,47.15,960,2036
95478,Pium,0.650,,PSL, PSL,52.88,1779,47.12,1585,3364
93513,Estrela do Norte,0.707,,PSL, PSL,52.88,1083,47.12,965,2048
50555,Prata,0.695,,PSL, PSL,52.89,7194,47.11,6408,13602
27006,Paripueira,0.605,,PSL, PSL,52.90,3554,47.10,3164,6718
42633,Carandaí,0.697,,PSL, PSL,52.90,7191,47.10,6402,13593
88064,Vale do Sol,0.624,,PSL, PSL,52.93,3425,47.07,3046,6471
98817,Peixoto de Azevedo,0.649,,PSL, PSL,52.94,7067,47.06,6283,13350
80152,Anchieta,0.699,,PSL, PSL,52.95,2027,47.05,1801,3828
41548,São Domingos das Dores,0.638,,PSL, PSL,52.96,1801,47.04,1600,3401
88706,Sete de Setembro,0.683,,PSL, PSL,52.98,738,47.02,655,1393
93149,Guaraíta,0.687,,PSL, PSL,52.98,968,47.02,859,1827
17612,Natal,0.763,Alto,PSL,Alto PSL,52.98,220770,47.02,195938,416708
52957,São Sebastião do Rio Preto,0.632,,PSL, PSL,52.99,479,47.01,425,904
55018,Alcinópolis,0.711,,PSL, PSL,53.00,1194,47.00,1059,2253
48852,Nanuque,0.701,,PSL, PSL,53.01,9270,46.99,8216,17486
85359,Barracão,0.710,,PSL, PSL,53.01,1656,46.99,1468,3124
75418,Dois Vizinhos,0.767,Alto,PSL,Alto PSL,53.01,12353,46.99,10951,23304
40185,Entre Folhas,0.634,,PSL, PSL,53.02,1870,46.98,1657,3527
92347,Mimoso de Goiás,0.665,,PSL, PSL,53.02,984,46.98,872,1856
87947,Sinimbu,0.631,,PSL, PSL,53.03,2924,46.97,2590,5514
61948,Itapirapuã Paulista,0.661,,PSL, PSL,53.03,1128,46.97,999,2127
42161,Goianá,0.716,,PSL, PSL,53.04,1342,46.96,1188,2530
76376,Janiópolis,0.696,,PSL, PSL,53.07,1965,46.93,1738,3703
71790,Tarabai,0.726,,PSL, PSL,53.08,1928,46.92,1704,3632
42366,São Sebastião do Anta,0.607,,PSL, PSL,53.10,1782,46.90,1574,3356
90301,Lambari D’oeste,0.627,,PSL, PSL,53.10,1535,46.90,1356,2891
48615,Monte Carmelo,0.728,,PSL, PSL,53.10,12586,46.90,11117,23703
40568,Periquito,0.651,,PSL, PSL,53.11,2005,46.89,1770,3775
53538,Sobrália,0.631,,PSL, PSL,53.13,1452,46.87,1281,2733
81680,Tigrinhos,0.717,,PSL, PSL,53.13,782,46.88,690,1472
89125,Capão Bonito do Sul,0.637,,PSL, PSL,53.14,787,46.86,694,1481
71870,Teodoro Sampaio,0.741,Alto,PSL,Alto PSL,53.14,5936,46.86,5234,11170
84573,Figueira,0.677,,PSL, PSL,53.15,2581,46.85,2275,4856
6157,Santana,0.692,,PSL, PSL,53.15,31383,46.85,27662,59045
98671,Cocalinho,0.660,,PSL, PSL,53.17,1333,46.83,1174,2507
84760,Progresso,0.683,,PSL, PSL,53.21,2029,46.79,1784,3813
96474,Minaçu,0.707,,PSL, PSL,53.21,7944,46.79,6986,14930
89478,Tupanciretã,0.709,,PSL, PSL,53.21,6314,46.79,5552,11866
43036,Conceição da Barra de Minas,0.685,,PSL, PSL,53.22,1249,46.78,1098,2347
83755,Vargeão,0.686,,PSL, PSL,53.22,1190,46.78,1046,2236
42480,Vargem Grande do Rio Pardo,0.634,,PSL, PSL,53.24,1374,46.76,1207,2581
84964,Ibirapuitã,0.638,,PSL, PSL,53.30,1374,46.70,1204,2578
79235,Tibagi,0.664,,PSL, PSL,53.31,5755,46.69,5041,10796
90760,Carlinda,0.665,,PSL, PSL,53.33,2685,46.67,2350,5035
91715,Aral Moreira,0.633,,PSL, PSL,53.34,2547,46.66,2228,4775
43532,Conceição do Rio Verde,0.665,,PSL, PSL,53.34,3518,46.66,3077,6595
58238,Carmo,0.696,,PSL, PSL,53.34,5185,46.66,4536,9721
46051,Iguatama,0.707,,PSL, PSL,53.40,2243,46.60,1957,4200
62421,Ribeirão dos Índios,0.721,,PSL, PSL,53.40,676,46.60,590,1266
92819,Cachoeira Alta,0.710,,PSL, PSL,53.41,2806,46.59,2448,5254
69094,Populina,0.714,,PSL, PSL,53.41,1301,46.59,1135,2436
52531,São João do Paraíso,0.615,,PSL, PSL,53.43,4955,46.57,4319,9274
4723,Anapu,0.548,Baixo,PSL,Baixo PSL,53.47,5979,46.53,5203,11182
41840,Catas Altas,0.684,,PSL, PSL,53.51,1591,46.49,1382,2973
89303,Mato Queimado,0.717,,PSL, PSL,53.51,655,46.49,569,1224
90905,Bom Jesus do Araguaia,0.661,,PSL, PSL,53.55,1523,46.45,1321,2844
76899,Mariluz,0.639,,PSL, PSL,53.58,3164,46.42,2741,5905
96830,Fátima,0.697,,PSL, PSL,53.58,1092,46.42,946,2038
40908,Vargem Alegre,0.631,,PSL, PSL,53.59,1956,46.41,1694,3650
64076,Estrela do Norte,0.740,Alto,PSL,Alto PSL,53.62,875,46.38,757,1632
80500,Águas Frias,0.745,Alto,PSL,Alto PSL,53.64,1031,46.36,891,1922
86568,Charrua,0.620,,PSL, PSL,53.65,941,46.35,813,1754
85219,Arroio dos Ratos,0.698,,PSL, PSL,53.66,3883,46.34,3353,7236
48992,Nova Ponte,0.701,,PSL, PSL,53.66,4062,46.34,3508,7570
41378,Bicas,0.744,Alto,PSL,Alto PSL,53.66,4066,46.34,3512,7578
77879,Presidente Castelo Branco,0.713,,PSL, PSL,53.67,1556,46.33,1343,2899
94510,Mara Rosa,0.691,,PSL, PSL,53.68,2847,46.32,2457,5304
36293,Itapetinga,0.667,,PSL, PSL,53.69,17138,46.31,14784,31922
59170,Trajano de Morais,0.667,,PSL, PSL,53.70,3002,46.30,2588,5590
93424,Porteirão,0.684,,PSL, PSL,53.71,1070,46.29,922,1992
92568,Santa Fé de Goiás,0.713,,PSL, PSL,53.71,1311,46.29,1130,2441
43656,Conselheiro Lafaiete,0.761,Alto,PSL,Alto PSL,53.71,35020,46.29,30180,65200
95877,Santa Tereza de Goiás,0.665,,PSL, PSL,53.72,1084,46.28,934,2018
74403,Iracema do Oeste,0.707,,PSL, PSL,53.72,924,46.28,796,1720
82996,Romelândia,0.692,,PSL, PSL,53.75,1611,46.25,1386,2997
86657,Formigueiro,0.682,,PSL, PSL,53.76,2216,46.24,1906,4122
40010,Abadia dos Dourados,0.689,,PSL, PSL,53.76,2117,46.24,1821,3938
75566,Prado Ferreira,0.710,,PSL, PSL,53.77,1291,46.23,1110,2401
53279,Seritinga,0.660,,PSL, PSL,53.82,599,46.18,514,1113
53678,Tarumirim,0.633,,PSL, PSL,53.83,3712,46.17,3184,6896
25496,Santa Cruz do Capibaribe,0.648,,PSL, PSL,53.83,23044,46.17,19765,42809
78077,Rebouças,0.672,,PSL, PSL,53.83,4943,46.17,4239,9182
92959,Campo Alegre de Goiás,0.694,,PSL, PSL,53.84,1893,46.16,1623,3516
91197,Nortelândia,0.702,,PSL, PSL,53.86,1770,46.14,1516,3286
69612,Ribeirão Branco,0.639,,PSL, PSL,53.87,5242,46.13,4489,9731
49379,Papagaios,0.666,,PSL, PSL,53.87,4289,46.13,3673,7962
47210,Joanésia,0.626,,PSL, PSL,53.89,1455,46.11,1245,2700
75442,Imbaú,0.622,,PSL, PSL,53.91,3323,46.09,2841,6164
50750,Queluzito,0.682,,PSL, PSL,53.93,878,46.07,750,1628
85200,Campos Borges,0.708,,PSL, PSL,53.93,1262,46.07,1078,2340
77151,Nova Aliança do Ivaí,0.717,,PSL, PSL,53.93,570,46.07,487,1057
47597,Laranjal,0.714,,PSL, PSL,53.94,2135,46.06,1823,3958
81094,Galvão,0.708,,PSL, PSL,53.97,1161,46.03,990,2151
98639,Araguaiana,0.687,,PSL, PSL,53.99,1008,46.01,859,1867
98876,Porto Esperidião,0.652,,PSL, PSL,54.00,2722,46.00,2319,5041
87882,Sentinela do Sul,0.671,,PSL, PSL,54.01,1595,45.99,1358,2953
80977,Dionísio Cerqueira,0.706,,PSL, PSL,54.02,4399,45.98,3745,8144
77992,Quinta do Sol,0.715,,PSL, PSL,54.02,1681,45.98,1431,3112
91693,Angélica,0.697,,PSL, PSL,54.03,3038,45.97,2585,5623
91634,Torixoréu,0.716,,PSL, PSL,54.03,1200,45.97,1021,2221
85340,Pinhal,0.720,,PSL, PSL,54.03,891,45.97,758,1649
95079,Ouvidor,0.747,Alto,PSL,Alto PSL,54.05,2937,45.95,2497,5434
67970,Ouro Verde,0.692,,PSL, PSL,54.06,2244,45.94,1907,4151
4537,Conceição do Araguaia,0.640,,PSL, PSL,54.10,11724,45.90,9945,21669
85073,Alegrete,0.740,Alto,PSL,Alto PSL,54.10,21771,45.90,18469,40240
94013,Israelândia,0.711,,PSL, PSL,54.11,968,45.89,821,1789
88595,Santo Augusto,0.739,Alto,PSL,Alto PSL,54.11,4472,45.89,3792,8264
79391,Uniflor,0.720,,PSL, PSL,54.12,893,45.88,757,1650
62790,Caiabu,0.729,,PSL, PSL,54.15,1305,45.85,1105,2410
87904,Sério,0.652,,PSL, PSL,54.16,834,45.84,706,1540
96075,Serranópolis,0.681,,PSL, PSL,54.16,2142,45.84,1813,3955
56090,Apiacá,0.673,,PSL, PSL,54.18,2243,45.82,1897,4140
68411,Pedregulho,0.715,,PSL, PSL,54.18,4262,45.82,3605,7867
81540,Jupiá,0.719,,PSL, PSL,54.18,874,45.82,739,1613
44172,Curvelo,0.713,,PSL, PSL,54.19,20575,45.81,17396,37971
78115,Reserva,0.618,,PSL, PSL,54.20,8161,45.80,6896,15057
48038,Maripá de Minas,0.680,,PSL, PSL,54.21,1132,45.79,956,2088
87211,Jaguarão,0.707,,PSL, PSL,54.21,7930,45.79,6699,14629
87777,Palmeira das Missões,0.737,Alto,PSL,Alto PSL,54.23,9490,45.77,8010,17500
62332,Boa Esperança do Sul,0.681,,PSL, PSL,54.25,3573,45.75,3013,6586
41076,Barão de Cocais,0.722,,PSL, PSL,54.25,8352,45.75,7043,15395
41610,Bonfim,0.637,,PSL, PSL,54.27,2415,45.73,2035,4450
41564,São Félix de Minas,0.620,,PSL, PSL,54.29,1178,45.71,992,2170
65455,Itapecerica da Serra,0.742,Alto,PSL,Alto PSL,54.30,41677,45.70,35079,76756
93653,Formoso do Araguaia,0.670,,PSL, PSL,54.31,5013,45.69,4217,9230
90328,Santo Afonso,0.689,,PSL, PSL,54.31,800,45.69,673,1473
58815,Porciúncula,0.697,,PSL, PSL,54.31,4690,45.69,3945,8635
41432,Bocaina de Minas,0.645,,PSL, PSL,54.33,1600,45.67,1345,2945
64017,Embu das Artes,0.735,Alto,PSL,Alto PSL,54.33,68422,45.67,57509,125931
69850,Riolândia,0.703,,PSL, PSL,54.35,2503,45.65,2102,4605
27898,Maragogi,0.574,Baixo,PSL,Baixo PSL,54.36,7462,45.64,6265,13727
56146,Brejetuba,0.656,,PSL, PSL,54.37,3247,45.63,2725,5972
93351,Damianópolis,0.654,,PSL, PSL,54.38,1253,45.62,1051,2304
45594,Guanhães,0.686,,PSL, PSL,54.38,7667,45.62,6432,14099
90476,Cáceres,0.708,,PSL, PSL,54.39,22961,45.61,19254,42215
92177,Amorinópolis,0.681,,PSL, PSL,54.40,1398,45.60,1172,2570
64793,Guzolândia,0.697,,PSL, PSL,54.40,1280,45.60,1073,2353
79839,Braganey,0.701,,PSL, PSL,54.40,1831,45.60,1535,3366
86134,Constantina,0.754,Alto,PSL,Alto PSL,54.40,3364,45.60,2820,6184
87912,Pelotas,0.739,Alto,PSL,Alto PSL,54.41,97524,45.59,81705,179229
74233,Antonio Olinto,0.656,,PSL, PSL,54.43,2672,45.57,2237,4909
63975,Eldorado,0.691,,PSL, PSL,54.44,3890,45.56,3256,7146
40649,Santa Bárbara do Leste,0.613,,PSL, PSL,54.46,2438,45.54,2039,4477
88315,Rosário do Sul,0.699,,PSL, PSL,54.46,11583,45.54,9686,21269
42587,Tocos do Moji,0.696,,PSL, PSL,54.49,1475,45.51,1232,2707
1139,Feijó,0.539,Baixo,PSL,Baixo PSL,54.50,6296,45.50,5256,11552
87645,Santo Antônio do Palma,0.764,Alto,PSL,Alto PSL,54.51,810,45.49,676,1486
54410,Visconde do Rio Branco,0.709,,PSL, PSL,54.52,11264,45.48,9396,20660
96814,Indiara,0.701,,PSL, PSL,54.54,4236,45.46,3531,7767
56790,Pancas,0.667,,PSL, PSL,54.55,5812,45.45,4842,10654
92495,Aruanã,0.675,,PSL, PSL,54.56,2038,45.44,1697,3735
86010,Cerro Largo,0.764,Alto,PSL,Alto PSL,54.57,4149,45.43,3454,7603
51233,Rochedo de Minas,0.684,,PSL, PSL,54.58,870,45.42,724,1594
92401,Nova Rosalândia,0.661,,PSL, PSL,54.62,1022,45.38,849,1871
80705,Paraíso,0.700,,PSL, PSL,54.64,1500,45.36,1245,2745
94897,Niquelândia,0.715,,PSL, PSL,54.64,9865,45.36,8189,18054
53716,Teófilo Otoni,0.701,,PSL, PSL,54.65,33970,45.35,28194,62164
40550,Andrelândia,0.700,,PSL, PSL,54.66,3252,45.34,2698,5950
93033,Caturaí,0.664,,PSL, PSL,54.67,1650,45.33,1368,3018
86738,General Câmara,0.686,,PSL, PSL,54.67,2445,45.33,2027,4472
93874,Heitoraí,0.694,,PSL, PSL,54.67,1358,45.33,1126,2484
78433,Santa Cruz de Monte Castelo,0.710,,PSL, PSL,54.69,2789,45.31,2311,5100
44679,Doresópolis,0.692,,PSL, PSL,54.70,582,45.30,482,1064
74497,Barracão,0.706,,PSL, PSL,54.72,3045,45.28,2520,5565
4154,Ananindeua,0.718,,PSL, PSL,54.72,132590,45.28,109713,242303
63819,Dobrada,0.718,,PSL, PSL,54.75,2260,45.25,1868,4128
67598,Nova Europa,0.765,Alto,PSL,Alto PSL,54.76,2740,45.24,2264,5004
71579,Taboão da Serra,0.769,Alto,PSL,Alto PSL,54.76,77834,45.24,64301,142135
20516,João Pessoa,0.763,Alto,PSL,Alto PSL,54.80,228710,45.20,188655,417365
4472,Castanhal,0.673,,PSL, PSL,54.81,52067,45.19,42925,94992
53376,Serrania,0.677,,PSL, PSL,54.83,2263,45.17,1864,4127
77593,Pérola D’oeste,0.726,,PSL, PSL,54.86,2250,45.14,1851,4101
51055,Rio Manso,0.648,,PSL, PSL,54.87,1696,45.13,1395,3091
90026,São José do Povo,0.661,,PSL, PSL,54.87,1065,45.13,876,1941
77178,Nova América da Colina,0.698,,PSL, PSL,54.88,1264,45.12,1039,2303
74306,Farol,0.715,,PSL, PSL,54.88,1176,45.12,967,2143
80268,Celso Ramos,0.719,,PSL, PSL,54.91,1041,45.09,855,1896
80012,Abelardo Luz,0.696,,PSL, PSL,54.93,5023,45.07,4121,9144
4278,Belém,0.746,Alto,PSL,Alto PSL,54.93,427982,45.07,351193,779175
89710,Tavares,0.656,,PSL, PSL,54.94,1701,45.06,1395,3096
48054,Marliéria,0.657,,PSL, PSL,54.95,1526,45.05,1251,2777
78352,Salto do Itararé,0.704,,PSL, PSL,54.97,1671,45.03,1369,3040
40231,Aiuruoca,0.668,,PSL, PSL,54.98,1701,45.02,1393,3094
8036,Imperatriz,0.731,,PSL, PSL,54.99,70936,45.01,58054,128990
89192,Soledade,0.731,,PSL, PSL,55.00,8802,45.00,7203,16005
44814,Esmeraldas,0.671,,PSL, PSL,55.01,17287,44.99,14139,31426
88897,São Paulo das Missões,0.692,,PSL, PSL,55.01,2293,44.99,1875,4168
80659,Campo Belo do Sul,0.641,,PSL, PSL,55.04,2435,44.96,1989,4424
54151,Várzea da Palma,0.666,,PSL, PSL,55.08,8610,44.92,7023,15633
50954,Rio Acima,0.673,,PSL, PSL,55.09,3130,44.91,2552,5682
86894,Guarani das Missões,0.737,Alto,PSL,Alto PSL,55.11,2633,44.89,2145,4778
6050,Macapá,0.733,Alto,PSL,Alto PSL,55.15,120603,44.85,98083,218686
76619,Leópolis,0.707,,PSL, PSL,55.17,1441,44.83,1171,2612
80721,Santa Helena,0.727,,PSL, PSL,55.19,935,44.81,759,1694
71250,Sarutaiá,0.688,,PSL, PSL,55.21,1140,44.79,925,2065
92290,Aporé,0.693,,PSL, PSL,55.21,1124,44.79,912,2036
80764,Novo Horizonte,0.706,,PSL, PSL,55.22,995,44.78,807,1802
75035,Chopinzinho,0.740,Alto,PSL,Alto PSL,55.22,6945,44.78,5633,12578
85057,Alecrim,0.672,,PSL, PSL,55.23,2355,44.77,1909,4264
50938,Ribeirão Vermelho,0.737,Alto,PSL,Alto PSL,55.23,1193,44.77,967,2160
46159,Ingaí,0.697,,PSL, PSL,55.24,1033,44.76,837,1870
52914,São Sebastião do Oeste,0.626,,PSL, PSL,55.25,2540,44.75,2057,4597
33936,Buerarema,0.613,,PSL, PSL,55.26,4698,44.74,3803,8501
75515,Fênix,0.716,,PSL, PSL,55.26,1544,44.74,1250,2794
74101,Anahy,0.695,,PSL, PSL,55.27,1085,44.73,878,1963
88668,Vale Verde,0.646,,PSL, PSL,55.28,1203,44.72,973,2176
98019,Bodoquena,0.666,,PSL, PSL,55.29,2332,44.71,1886,4218
92282,Itaguari,0.693,,PSL, PSL,55.32,1831,44.68,1479,3310
70939,São José do Barreiro,0.684,,PSL, PSL,55.35,1273,44.65,1027,2300
96610,Americano do Brasil,0.700,,PSL, PSL,55.37,1934,44.63,1559,3493
744,Nova União,0.587,,PSL, PSL,55.38,2106,44.62,1697,3803
88030,Porto Lucena,0.693,,PSL, PSL,55.38,1719,44.62,1385,3104
51675,Santana de Cataguases,0.694,,PSL, PSL,55.39,1284,44.61,1034,2318
95559,Porangatu,0.727,,PSL, PSL,55.39,11934,44.61,9612,21546
81787,Brunópolis,0.661,,PSL, PSL,55.40,1165,44.60,938,2103
51098,Rio Paranaíba,0.709,,PSL, PSL,55.42,3519,44.58,2831,6350
27456,Coruripe,0.626,,PSL, PSL,55.46,13819,44.54,11098,24917
56391,Dores do Rio Preto,0.654,,PSL, PSL,55.46,2254,44.54,1810,4064
86967,Maquiné,0.682,,PSL, PSL,55.46,2300,44.54,1847,4147
46892,Itutinga,0.727,,PSL, PSL,55.47,1338,44.53,1074,2412
67636,Nova Guataporanga,0.726,,PSL, PSL,55.48,744,44.52,597,1341
87483,Porto Vera Cruz,0.690,,PSL, PSL,55.49,718,44.51,576,1294
94137,Itapaci,0.725,,PSL, PSL,55.49,5798,44.51,4651,10449
92835,Cachoeira de Goiás,0.727,,PSL, PSL,55.52,649,44.48,520,1169
64173,Flora Rica,0.727,,PSL, PSL,55.52,603,44.48,483,1086
58246,Pinheiral,0.715,,PSL, PSL,55.54,6759,44.46,5410,12169
49557,Passa Vinte,0.648,,PSL, PSL,55.55,791,44.45,633,1424
45454,Galiléia,0.654,,PSL, PSL,55.56,1844,44.44,1475,3319
51659,Santana da Vargem,0.698,,PSL, PSL,55.56,2312,44.44,1849,4161
44156,Cruzília,0.695,,PSL, PSL,55.58,4583,44.42,3663,8246
90298,Bandeirantes,0.681,,PSL, PSL,55.59,2269,44.41,1813,4082
41394,Biquinhas,0.688,,PSL, PSL,55.60,934,44.40,746,1680
47252,João Pinheiro,0.697,,PSL, PSL,55.62,12632,44.38,10078,22710
88480,Unistalda,0.649,,PSL, PSL,55.63,1023,44.37,816,1839
88714,São Jerônimo,0.696,,PSL, PSL,55.63,5942,44.37,4740,10682
85944,Cerro Grande do Sul,0.660,,PSL, PSL,55.64,2880,44.36,2296,5176
5959,Ourilândia do Norte,0.624,,PSL, PSL,55.65,7299,44.35,5816,13115
52655,São José do Divino,0.658,,PSL, PSL,55.67,1197,44.33,953,2150
94218,Itarumã,0.693,,PSL, PSL,55.67,1634,44.33,1301,2935
90395,Batayporã,0.684,,PSL, PSL,55.69,3073,44.31,2445,5518
81574,Itá,0.771,Alto,PSL,Alto PSL,55.69,2437,44.31,1939,4376
4715,Itaituba,0.640,,PSL, PSL,55.70,24784,44.30,19715,44499
40630,Araçaí,0.695,,PSL, PSL,55.70,860,44.30,684,1544
48798,Mutum,0.644,,PSL, PSL,55.73,7666,44.27,6090,13756
57118,Rio Bananal,0.681,,PSL, PSL,55.73,5902,44.27,4689,10591
96490,Palmeirópolis,0.673,,PSL, PSL,55.75,2089,44.25,1658,3747
56774,Nova Venécia,0.712,,PSL, PSL,55.75,14677,44.25,11649,26326
47899,Manhumirim,0.697,,PSL, PSL,55.77,6019,44.23,4773,10792
78719,São João,0.727,,PSL, PSL,55.78,3935,44.22,3120,7055
86932,Charqueadas,0.747,Alto,PSL,Alto PSL,55.78,10125,44.22,8026,18151
85464,Cristal,0.644,,PSL, PSL,55.79,2494,44.21,1976,4470
81760,Barra Bonita,0.701,,PSL, PSL,55.79,776,44.21,615,1391
66176,Júlio Mesquita,0.716,,PSL, PSL,55.81,1373,44.19,1087,2460
71595,Taciba,0.723,,PSL, PSL,55.81,1949,44.19,1543,3492
92134,Alvorada,0.708,,PSL, PSL,55.85,2516,44.15,1989,4505
90174,Antônio João,0.643,,PSL, PSL,55.86,2607,44.14,2060,4667
91596,Terenos,0.658,,PSL, PSL,55.86,5007,44.14,3956,8963
74896,Capitão Leônidas Marques,0.716,,PSL, PSL,55.86,4778,44.14,3775,8553
84859,São João da Urtiga,0.694,,PSL, PSL,55.88,1787,44.12,1411,3198
67458,Narandiba,0.718,,PSL, PSL,55.88,1601,44.12,1264,2865
42412,Caparaó,0.624,,PSL, PSL,55.89,1604,44.11,1266,2870
84905,Jaquirana,0.614,,PSL, PSL,55.90,1256,44.10,991,2247
89257,Tapes,0.695,,PSL, PSL,55.90,4502,44.10,3551,8053
61972,Bananal,0.733,Alto,PSL,Alto PSL,55.90,3078,44.10,2428,5506
40061,Capitão Andrade,0.624,,PSL, PSL,55.91,1414,44.09,1115,2529
4839,Marabá,0.668,,PSL, PSL,55.91,61220,44.09,48278,109498
64610,Guarani D’oeste,0.732,Alto,PSL,Alto PSL,55.91,582,44.09,459,1041
91057,Luciara,0.676,,PSL, PSL,55.93,745,44.07,587,1332
89052,Seberi,0.723,,PSL, PSL,55.93,3773,44.07,2973,6746
43230,Chiador,0.711,,PSL, PSL,55.98,1082,44.02,851,1933
90212,Aquidauana,0.688,,PSL, PSL,56.00,12369,44.00,9719,22088
40746,São João do Manteninha,0.640,,PSL, PSL,56.05,1854,43.95,1454,3308
85707,Sede Nova,0.712,,PSL, PSL,56.05,1015,43.95,796,1811
41858,Buritis,0.672,,PSL, PSL,56.07,6521,43.93,5110,11631
40916,Astolfo Dutra,0.694,,PSL, PSL,56.07,4224,43.93,3309,7533
59196,Três Rios,0.725,,PSL, PSL,56.09,23461,43.91,18369,41830
88676,São Francisco de Paula,0.685,,PSL, PSL,56.10,6091,43.90,4766,10857
92460,Palestina de Goiás,0.713,,PSL, PSL,56.14,1193,43.86,932,2125
78557,Santana do Itararé,0.687,,PSL, PSL,56.15,1841,43.85,1438,3279
84590,Lunardelli,0.690,,PSL, PSL,56.16,1773,43.84,1384,3157
75655,Francisco Beltrão,0.774,Alto,PSL,Alto PSL,56.18,28034,43.82,21869,49903
88277,Rondinha,0.764,Alto,PSL,Alto PSL,56.20,2109,43.80,1644,3753
94030,Itaberaí,0.719,,PSL, PSL,56.21,12060,43.79,9395,21455
70858,São João das Duas Pontes,0.720,,PSL, PSL,56.21,873,43.79,680,1553
40983,Luisburgo,0.608,,PSL, PSL,56.28,2070,43.72,1608,3678
85456,Bom Jesus,0.666,,PSL, PSL,56.29,3269,43.71,2538,5807
56758,Muqui,0.694,,PSL, PSL,56.29,4508,43.71,3501,8009
19810,Campina Grande,0.720,,PSL, PSL,56.30,126554,43.70,98243,224797
41254,Belo Oriente,0.686,,PSL, PSL,56.31,6702,43.69,5200,11902
75159,Colorado,0.730,,PSL, PSL,56.31,7261,43.69,5633,12894
74616,Bom Sucesso,0.686,,PSL, PSL,56.32,2210,43.68,1714,3924
65757,Itirapuã,0.707,,PSL, PSL,56.32,1845,43.68,1431,3276
5690,Rio Maria,0.638,,PSL, PSL,56.36,5007,43.64,3877,8884
5355,Santarém,0.691,,PSL, PSL,56.37,90577,43.63,70119,160696
88099,Quaraí,0.704,,PSL, PSL,56.37,7015,43.63,5429,12444
66095,Jeriquara,0.703,,PSL, PSL,56.38,1114,43.62,862,1976
85537,Butiá,0.689,,PSL, PSL,56.42,5995,43.58,4631,10626
40150,Aguanil,0.663,,PSL, PSL,56.43,1399,43.57,1080,2479
59218,Valença,0.738,Alto,PSL,Alto PSL,56.43,20623,43.57,15920,36543
56170,Barra de São Francisco,0.683,,PSL, PSL,56.45,12932,43.55,9975,22907
46914,Jaboticatubas,0.681,,PSL, PSL,56.46,5306,43.54,4092,9398
86177,Crissiumal,0.712,,PSL, PSL,56.47,4501,43.53,3470,7971
5991,Santa Maria das Barreiras,0.544,Baixo,PSL,Baixo PSL,56.48,4427,43.52,3411,7838
95834,Santa Rita do Araguaia,0.714,,PSL, PSL,56.49,1636,43.51,1260,2896
76856,Maria Helena,0.703,,PSL, PSL,56.51,2045,43.49,1574,3619
42978,Casa Grande,0.652,,PSL, PSL,56.52,980,43.48,754,1734
45993,Ibituruna,0.675,,PSL, PSL,56.52,889,43.48,684,1573
85103,Entre-ijuís,0.680,,PSL, PSL,56.54,3125,43.46,2402,5527
43435,Conceição das Pedras,0.668,,PSL, PSL,56.55,997,43.45,766,1763
76970,Marumbi,0.721,,PSL, PSL,56.55,1640,43.45,1260,2900
45713,Guarda-mor,0.690,,PSL, PSL,56.58,2016,43.42,1547,3563
92878,Caiapônia,0.693,,PSL, PSL,56.58,4970,43.42,3814,8784
74519,Barra do Jacaré,0.744,Alto,PSL,Alto PSL,56.58,1075,43.42,825,1900
95176,Panamá,0.686,,PSL, PSL,56.59,928,43.41,712,1640
